date,service_type,region,provider,cpu_hours,storage_gb,data_transfer_gb,cost_usd,team,co2e_kg
2024-02-14,Networking,southeastasia,Azure,2.5953,12.5718,20.4655,3.3617,DevOps,0.021235995999999997
2024-02-14,Storage,eastus,AWS,0.4709,674.4226,2.2322,2.943,Engineering,0.015814832
2024-02-14,VM,westeurope,AWS,16.103,41.0417,9.2308,2.2967,DevOps,0.013272234
2024-02-14,VM,eastus,AWS,6.7715,49.9628,7.065,3.1285,Data,0.009418556000000002
2024-02-14,Networking,westeurope,Azure,2.2769,10.4372,23.4239,5.0825,Engineering,0.024088024
2024-02-14,Networking,eastus,AWS,2.4045,8.9343,29.8349,4.2733,QA,0.030494486
2024-02-15,Storage,westeurope,AWS,0.664,855.1967,1.5934,2.6115,Data,0.018830134
2024-02-15,Networking,eastus,AWS,1.5988,11.9482,21.1717,4.428,DevOps,0.021730424
2024-02-15,Networking,eastus,AWS,1.336,11.7786,36.4706,4.5181,Engineering,0.036973372
2024-02-15,VM,eastus,Azure,13.8214,59.8337,4.9938,1.9622,Engineering,0.008954754
2024-02-16,VM,eastus,Azure,10.4926,47.6859,9.6487,2.2217,Data,0.012700937999999998
2024-02-16,Storage,eastus,AWS,0.7955,850.5631,2.138,1.6202,QA,0.019308361999999996
2024-02-16,VM,westeurope,AWS,9.2751,52.3628,7.6007,3.3594,Engineering,0.010502976
2024-02-16,Storage,eastus,Azure,0.5933,756.7768,2.1814,2.8952,DevOps,0.017435595999999998
2024-02-17,Storage,southeastasia,Azure,0.0926,675.3438,1.3017,2.5019,DevOps,0.014827095999999998
2024-02-17,Database,southeastasia,AWS,4.1995,180.4593,1.7071,2.2582,Engineering,0.006156185999999999
2024-02-17,Networking,westeurope,AWS,1.4932,7.1512,15.7059,3.4032,Data,0.016147564000000003
2024-02-18,VM,westeurope,Azure,4.6484,42.5969,7.5682,2.7837,Data,0.009349818000000001
2024-02-18,Storage,eastus,AWS,0.3594,718.7029,1.403,1.5391,Data,0.015848938
2024-02-18,Networking,eastus,AWS,1.003,9.3823,1.999,2.9209,Engineering,0.0023872460000000004
2024-02-18,Storage,westeurope,AWS,0.0923,770.696,1.0665,2.4078,Engineering,0.01649888
2024-02-19,Networking,eastus,Azure,2.558,9.0261,38.5304,5.3906,Data,0.039222521999999996
2024-02-19,Storage,eastus,AWS,0.5853,790.0783,1.927,2.8028,Data,0.017845626
2024-02-19,Networking,southeastasia,Azure,2.9309,8.385,26.8535,4.0887,Data,0.02760738
2024-02-19,Networking,eastus,Azure,2.1308,9.2667,19.9234,3.2388,Data,0.020534894
2024-02-20,Networking,westeurope,Azure,1.7083,8.0486,17.3982,3.242,DevOps,0.017900832
2024-02-20,Database,westeurope,Azure,1.7907,191.7731,3.501,3.3546,Engineering,0.007694601999999999
2024-02-20,Storage,eastus,AWS,0.6108,716.8806,1.9601,2.3276,Engineering,0.016419872
2024-02-21,Networking,eastus,AWS,2.1226,10.1525,19.8208,3.4213,Engineering,0.02044837
2024-02-21,VM,southeastasia,AWS,12.201,53.8695,4.2499,3.3365,DevOps,0.00776749
2024-02-21,Database,eastus,Azure,5.2064,160.0053,8.6222,4.0786,Engineering,0.012863586
2024-02-22,Database,eastus,AWS,4.7653,195.0746,5.705,3.843,DevOps,0.010559552
2024-02-22,VM,eastus,AWS,17.7441,66.303,10.2568,2.891,DevOps,0.01513168
2024-02-22,Networking,eastus,AWS,1.8996,9.7875,28.8914,5.0721,DevOps,0.02946707
2024-02-22,VM,westeurope,AWS,15.3578,34.0015,7.9123,4.1557,Engineering,0.01166389
2024-02-22,Storage,westeurope,Azure,0.5447,699.5217,1.7015,3.5822,Engineering,0.015800874
2024-02-22,Storage,westeurope,Azure,0.4139,767.7838,1.5818,1.9569,Data,0.017020256
2024-02-23,Storage,eastus,Azure,0.6637,731.8229,0.9015,3.1562,DevOps,0.015670697999999997
2024-02-23,Storage,westeurope,Azure,0.5251,808.1427,2.5117,1.7657,Engineering,0.018779573999999997
2024-02-23,Networking,westeurope,AWS,1.8672,10.7251,25.0814,5.0902,QA,0.025669342
2024-02-23,Networking,eastus,AWS,1.7421,10.0363,42.71,6.853,Data,0.043259146000000005
2024-02-24,Storage,eastus,Azure,0.1923,843.6255,0.6379,1.2868,Engineering,0.01754887
2024-02-24,Networking,eastus,AWS,1.3385,8.1119,5.9176,3.3986,QA,0.006347538000000001
2024-02-24,VM,westeurope,Azure,3.2162,58.1238,5.7682,3.4176,QA,0.007573916
2024-02-24,Storage,eastus,AWS,0.2291,728.1959,1.9846,3.5113,Engineering,0.016594338
2024-02-24,Networking,eastus,Azure,1.9912,10.7702,18.864,2.9365,Data,0.019477644000000002
2024-02-25,VM,westeurope,AWS,8.3473,46.9845,5.2582,3.5025,DevOps,0.00786735
2024-02-25,VM,westeurope,Azure,4.199,44.9169,5.2334,3.385,Data,0.006971538
2024-02-26,VM,eastus,AWS,11.2852,42.397,7.7655,1.8181,Engineering,0.010870480000000002
2024-02-26,Storage,eastus,Azure,0.6765,864.9043,2.5309,3.522,Engineering,0.019964285999999998
2024-02-26,Database,westeurope,Azure,9.2993,215.9609,2.7925,1.6639,Data,0.008971578000000001
2024-02-26,VM,eastus,AWS,11.2135,56.2247,6.6732,1.8675,Data,0.010040394000000001
2024-02-26,VM,westeurope,Azure,8.4057,40.4513,10.9727,2.6353,Engineering,0.013462866
2024-02-27,Storage,southeastasia,Azure,0.5143,688.7176,2.143,1.4802,Data,0.016020211999999995
2024-02-27,Database,westeurope,Azure,6.9799,280.626,2.285,2.3423,QA,0.009293499999999998
2024-02-27,Networking,westeurope,Azure,1.656,12.4184,41.8342,5.8333,Data,0.042413768000000004
2024-02-27,Networking,eastus,AWS,1.8717,6.3959,33.8181,5.14,Engineering,0.034320358
2024-02-27,Networking,westeurope,Azure,2.0717,8.8863,18.1198,3.4183,Engineering,0.018711866
2024-02-27,VM,eastus,AWS,11.3394,34.4911,9.0849,2.5901,QA,0.012042602
2024-02-28,Storage,westeurope,Azure,0.345,835.7505,2.1732,2.0652,Engineering,0.018957209999999995
2024-02-28,Storage,eastus,AWS,0.4274,902.4456,2.0793,3.5992,Engineering,0.020213691999999995
2024-02-28,Storage,eastus,Azure,0.6663,890.9727,1.9477,1.8034,Engineering,0.019900413999999998
2024-02-28,VM,westeurope,Azure,14.5245,41.2592,10.5247,4.5611,DevOps,0.014254784
2024-02-28,Networking,southeastasia,AWS,1.5105,9.4345,35.182,5.4094,DevOps,0.03567279
2024-02-29,Networking,westeurope,AWS,1.5519,10.3101,36.8304,6.0814,Data,0.037346982
2024-02-29,Storage,westeurope,AWS,0.474,564.8732,2.4396,2.9983,Engineering,0.013831864000000001
2024-02-29,Networking,southeastasia,Azure,1.4032,11.3787,39.0052,5.2026,Data,0.039513414000000004
2024-03-01,VM,eastus,Azure,9.9881,49.413,7.1705,2.9772,DevOps,0.01015638
2024-03-01,Storage,eastus,Azure,0.5285,546.0896,2.7642,2.6828,Engineering,0.013791691999999998
2024-03-01,VM,southeastasia,AWS,10.5052,61.3598,12.8856,2.4741,DevOps,0.016213836000000002
2024-03-01,VM,southeastasia,AWS,8.6558,50.7326,7.7257,3.9638,QA,0.010471512
2024-03-02,VM,eastus,Azure,6.7281,54.2069,3.2908,1.451,Data,0.005720558
2024-03-02,Database,eastus,Azure,1.2905,155.4117,3.2934,1.3629,Data,0.006659734
2024-03-02,Storage,westeurope,Azure,0.0451,583.8731,0.6744,1.6588,DevOps,0.012360882
2024-03-02,VM,eastus,AWS,7.3833,53.7046,6.3074,1.8112,Engineering,0.008858152000000001
2024-03-02,Storage,westeurope,AWS,0.0719,932.1152,2.175,2.9655,Data,0.020831684
2024-03-03,Networking,eastus,Azure,2.0322,12.3429,9.6485,1.5703,DevOps,0.010301798000000001
2024-03-03,Database,westeurope,AWS,0.7128,197.6415,7.382,2.7569,DevOps,0.01147739
2024-03-04,VM,westeurope,AWS,8.2666,58.9547,7.1914,3.5005,Data,0.010023813999999999
2024-03-04,Storage,southeastasia,AWS,0.4756,936.0524,2.3561,3.019,Engineering,0.021172268
2024-03-04,Database,eastus,AWS,1.5894,228.5588,6.6517,1.6863,DevOps,0.011540756
2024-03-04,VM,eastus,Azure,14.8594,53.8481,9.7402,3.9823,Engineering,0.013789042
2024-03-04,VM,westeurope,Azure,13.5485,54.3838,9.0792,3.5432,DevOps,0.012876576
2024-03-05,VM,westeurope,AWS,18.3283,55.8845,12.1403,2.5305,DevOps,0.01692365
2024-03-05,VM,southeastasia,Azure,14.0162,46.4491,9.5079,3.2598,Engineering,0.013240122
2024-03-05,VM,westeurope,Azure,10.5875,46.9515,4.6811,3.3645,Data,0.00773763
